Pruning Amount, Final Accuracy, Time, Memory
0.00,54.30555555555560,1.0604496002197300,233.08120727539100
0.50,56.666666666666700,0.9551622867584230,232.44457244873000
1.00,50.416666666666700,0.9497461318969730,231.7508659362790
1.50,58.69444444444450,0.944098949432373,229.9841537475590
2.00,59.77777777777780,0.9515035152435300,230.4605369567870
2.50,53.916666666666700,0.952782392501831,229.81055068969700
3.00,54.44444444444450,0.9777405261993410,229.71106338501000
3.50,60.52777777777780,0.9625954627990720,227.41178131103500
4.00,55.333333333333300,0.9593021869659420,226.7324676513670
4.50,56.0,0.9634580612182620,229.45275497436500
5.00,60.30555555555560,0.9904134273529050,225.98486328125
5.50,54.75,0.9629747867584230,226.44389724731400
6.00,48.69444444444450,0.9468848705291750,225.2494010925290
6.50,56.611111111111100,0.9228866100311280,221.82178115844700
7.00,56.97222222222220,0.9203696250915530,225.08610153198200
7.50,47.52777777777780,0.9321615695953370,219.40339279174800
8.00,50.5,0.9202940464019780,223.17537307739300
8.50,52.833333333333300,0.9182243347167970,218.68651580810500
9.00,52.138888888888900,0.9336705207824710,218.0331268310550
9.50,49.02777777777780,0.9307770729064940,220.7159309387210
10.00,49.72222222222220,0.9045827388763430,219.48838424682600
10.50,53.55555555555560,0.8982279300689700,217.7752685546880
11.00,48.75,0.8687970638275150,216.51909255981400
11.50,50.861111111111100,0.8774752616882320,220.84917831420900
12.00,42.77777777777780,0.8781805038452150,213.56716537475600
12.50,48.888888888888900,0.9320454597473150,216.84563827514600
13.00,47.44444444444450,0.9020872116088870,209.53142166137700
13.50,44.80555555555560,0.8806884288787840,212.7522964477540
14.00,50.361111111111100,0.9117095470428470,208.24133682251000
14.50,41.5,0.8799817562103270,209.81615829467800
15.00,46.833333333333300,0.9487435817718510,213.03372192382800
15.50,45.30555555555560,0.9196188449859620,212.43941497802700
16.00,52.611111111111100,0.9177837371826170,213.43111419677700
16.50,48.55555555555560,0.8806607723236080,209.46403121948200
17.00,44.111111111111100,0.8900368213653560,208.28524017334000
17.50,41.55555555555560,0.9420638084411620,209.26892852783200
18.00,47.916666666666700,0.8787078857421880,209.16651153564500
18.50,41.22222222222220,0.8715705871582030,202.95795822143600
19.00,44.166666666666700,0.9056072235107420,211.25653457641600
19.50,41.30555555555560,0.8567166328430180,203.9564666748050
20.00,47.333333333333300,0.8678686618804930,203.2796974182130
20.50,38.94444444444450,0.8489081859588620,205.99820709228500
21.00,37.77777777777780,0.8457751274108890,198.70621490478500
21.50,42.166666666666700,0.8714187145233150,203.04869079589800
22.00,41.111111111111100,0.8552320003509520,202.98412322998000
22.50,39.77777777777780,0.860612154006958,193.9803009033200
23.00,44.47222222222220,0.8362290859222410,198.90747451782200
23.50,35.30555555555560,0.865412712097168,197.7686996459960
24.00,37.80555555555560,0.8948965072631840,197.13354110717800
24.50,35.47222222222220,0.8693840503692630,201.43727111816400
25.00,42.166666666666700,0.8520333766937260,193.5901756286620
25.50,37.22222222222220,0.8516576290130620,192.97466659545900
26.00,33.55555555555560,0.8869330883026120,191.78338623046900
26.50,30.916666666666700,0.895796537399292,193.3626480102540
27.00,33.22222222222220,0.8198912143707280,192.19150161743200
27.50,28.194444444444400,0.8196825981140140,192.11303329467800
28.00,35.111111111111100,0.8590948581695560,189.25739669799800
28.50,30.055555555555600,0.8467245101928710,185.26362228393600
29.00,34.94444444444450,0.8256301879882810,191.91543197631800
29.50,25.944444444444400,0.806063175201416,189.6050682067870
30.00,35.27777777777780,0.8210353851318360,190.65233612060500
30.50,29.583333333333300,0.8074951171875,188.30327987670900
31.00,35.77777777777780,0.8207583427429200,186.58398818969700
31.50,25.63888888888890,0.8017580509185790,189.28454208374000
32.00,32.833333333333300,0.8106310367584230,187.01320266723600
32.50,26.916666666666700,0.8033339977264400,185.26961517334000
33.00,27.527777777777800,0.8002150058746340,184.65205001831100
33.50,26.75,0.7818553447723390,189.0452423095700
34.00,32.083333333333300,0.8105258941650390,183.41183471679700
34.50,25.13888888888890,0.7715737819671630,184.40979766845700
35.00,27.25,0.7646927833557130,176.56345748901400
35.50,20.38888888888890,0.7693033218383790,175.36706161499000
36.00,28.833333333333300,0.8016352653503420,184.248779296875
36.50,27.194444444444400,0.7784018516540530,176.37117767334000
37.00,25.666666666666700,0.7708284854888920,178.45883560180700
37.50,21.222222222222200,0.7510256767272950,178.48385620117200
38.00,24.083333333333300,0.7563157081604000,175.60602951049800
38.50,23.472222222222200,0.7674415111541750,174.99024963378900
39.00,22.055555555555600,0.7367725372314450,175.47417068481400
39.50,22.972222222222200,0.7517757415771480,177.61633682251000
40.00,27.194444444444400,0.7632782459259030,175.95145797729500
40.50,21.13888888888890,0.7807652950286870,174.1986427307130
41.00,18.86111111111110,0.7350456714630130,178.01193618774400
41.50,19.88888888888890,0.7358310222625730,168.4809799194340
42.00,19.833333333333300,0.7551326751708980,171.23821258544900
42.50,20.666666666666700,0.7388312816619870,172.26299667358400
43.00,17.61111111111110,0.7345798015594480,161.63621139526400
43.50,20.527777777777800,0.7508790493011480,170.48120498657200
44.00,15.027777777777800,0.6907222270965580,170.97705459594700
44.50,21.527777777777800,0.7333149909973150,165.88783264160200
45.00,17.777777777777800,0.7344861030578610,160.82213973999000
45.50,19.555555555555600,0.7504005432128910,168.01604843139600
46.00,14.444444444444400,0.7070224285125730,154.55490493774400
46.50,15.666666666666700,0.713275671005249,166.77188110351600
47.00,16.333333333333300,0.7408370971679690,161.73212051391600
47.50,18.694444444444400,0.7435545921325680,161.11141204834000
48.00,11.694444444444400,0.7081038951873780,158.81712341308600
48.50,13.083333333333300,0.7150449752807620,164.33596420288100
49.00,13.527777777777800,0.7119476795196530,154.21542739868200
49.50,15.5,0.7000553607940670,162.54638290405300
50.00,12.138888888888900,0.7036361694335940,161.3893280029300
50.50,14.944444444444400,0.6926333904266360,163.03668212890600
51.00,10.25,0.7093505859375,152.90703964233400
51.50,11.916666666666700,0.7378246784210210,154.54044342041000
52.00,11.388888888888900,0.6922993659973150,152.814697265625
52.50,7.75,0.6815891265869140,160.58486938476600
53.00,13.916666666666700,0.6976797580718990,149.37303924560500
53.50,11.305555555555600,0.6829698085784910,150.98670959472700
54.00,8.027777777777780,0.655703067779541,158.14501571655300
54.50,9.194444444444450,0.66847825050354,151.4286766052250
55.00,8.333333333333330,0.6777527332305910,149.1729965209960
55.50,9.25,0.6828570365905760,144.6643829345700
56.00,7.638888888888890,0.6796672344207760,151.8586082458500
56.50,7.861111111111110,0.6986610889434810,153.47233200073200
57.00,7.194444444444440,0.6567351818084720,141.70635604858400
57.50,8.25,0.7060363292694090,147.23781967163100
58.00,5.305555555555560,0.6633894443511960,146.64022827148400
58.50,4.083333333333330,0.661125898361206,141.00799942016600
59.00,5.833333333333330,0.65114426612854,144.3116569519040
59.50,5.527777777777780,0.6625139713287350,145.96357345581100